,sentences,entity_1_mention,entity_2_mention,type,kfold
270,"isoxanthohumol from  <e1> hops </e1>  was the most potent inhibitor of cyp2c8 with an ic50 of 0.2 μm, whereas 8-prenylnaringenin was the most potent inhibito <e2> cyp2c9 </e2> yp1a2, cyp2c9 and cyp2c19 with ic50 values of 1.1 μm, 1.1 μm and 0.4 μm, respectively.",hops,cyp2c9,POSITIVE,3
271,"in vitro studies from our laboratory suggest that short-term exposure with pure herbal agents such as  <e1> hypericin </e1> , kaempferol and quercetin or extract of sjw resulted in higher uptake or influx of r <e2> erythromycin </e2>  erythromycin.",hypericin,erythromycin,POSITIVE,3
272,"in vitro studies from our laboratory suggest that short-term exposure with pure herbal agents such as hypericin, kaempferol and quercetin or extract of  <e1> sjw </e1>  resulted in higher uptake  <e2> ritonavir </e2>  of ritonavir and erythromycin.",sjw,ritonavir,POSITIVE,3
273,subjects received  <e1> atenolol </e1>  with either 300 ml wa <e2> apple </e2> 1200 ml apple juice or 600 ml apple juice. results: apple juice markedly reduced the systemic exposure to atenolol.,atenolol,apple,SPECULATIVE,3
274,"interactions of several commonly used herbal medicines, such as  <e1> ginko biloba </e1> , milk thistle, and st. john's wort, with therapeutic drugs including warfarin, midazolam, alprazolam <e2> saquinavir </e2> r, saquinavir, digoxin, nifedipine, cyclosporine, tacrolimus, irinotecan, and imatinib in humans have been reported.",ginko biloba,saquinavir,POSITIVE,3
275,"in contrast, many organosulfur compounds, such as diallyl sulfide from garlic, are potent inhibitors of cyp2e1; this may provide an explanation for  <e1> garlic </e1> 's chemoproventive effects, as many mutagens require a <e2> cyp2e1 </e2> ion by cyp2e1.",garlic,cyp2e1,POSITIVE,3
276,"aim: the aim of this study was to investigate the effect of two common herbal medicines,  <e1> ginkgo </e1>  and ginger, on the pharmacokinetics and pharmac <e2> warfarin </e2> s of warfarin and the independent effect of these herbs on clotting status.",ginkgo,warfarin,SPECULATIVE,3
277,"), was given to the rabbits and the blood samples were withdrawn at different time intervals (0, 0.5, 1, 1.5, 2, 3, 4, 6, 8, 12, 24 and 36 h) from marginal ear vein after dosing and theophylline in plasma was analyzed by hplc method. results: it was observed that there a significant differences in the cmax, auc, aumc, t1/2, and mrt of theophylline when coadministered with  <e1> commiphora myrrha </e1>  which indicate that the herb affect the metabolism and elimination when coadmin <e2> theophylline </e2>  theophylline . conclusion: our results suggested that concurrent use of investigated herb alters the pharmacokinetics of theophylline.",commiphora myrrha,theophylline,POSITIVE,3
278," <e1> st john's wort </e1>  also enhances the metabolism of other cyp3a4 substrates including the protease inhibitors indinavir and nevirapine, oral contraceptives, and tricyclic antidepress <e2> amitriptyline </e2> amitriptyline.",st john's wort,amitriptyline,POSITIVE,4
279,"aim: to investigate the cytotoxic effects of spray-dried extracts of phyllanthus niruri in combination with cisplatin on two cancer cell lines. methods: colorectal carcinoma (ht29) and human hepatocellular carcinoma (hepg2) cells were treated with spray-dried extracts of  <e1> phyllanthus niruri </e1>  (sdepn) either alone or in comb <e2> cisplatin </e2> ith cisplatin at different concentrations (0.5 mg/ml and 1 mg/ml) for 4 h and 24 h. to verify and quantify cancer cells treated with these products as well as identify the cell cycle stage and cell viability, we stained the cells with propidium iodide and assessed them by flow cytometry.",phyllanthus niruri,cisplatin,SPECULATIVE,4
280,"herbal medicine regimens containing radix bupleuri, fructus gardenia,  <e1> fructus schisandrae </e1> , radix rehmanniae, akebia caulis, and semen plantaginis in concomitant use with <e2> clozapine </e2> ne, clozapine, and olanzepine were associated with nearly 60% of the risk of adverse outcomes. conclusions : concomitant herbal and antipsychotic treatment could produce either beneficial or adverse clinical effects in schizophrenic population.",fructus schisandrae,clozapine,POSITIVE,4
281,"in this study, we investigated the effects of a. paniculata extract (ape) and  <e1> andrographolide </e1>  on the expression of drug-metabolizing enzymes in rat liver and determined whether modulation of these enzymes changed the pharmac <e2> tolbutamide </e2> f tolbutamide.",andrographolide,tolbutamide,SPECULATIVE,4
282," <e1> st john's wort </e1>  also enhances the metabol <e2> cyp3a4 substrates </e2> a4 substrates including the protease inhibitors indinavir and nevirapine, oral contraceptives, and tricyclic antidepressants such as amitriptyline.",st john's wort,cyp3a4 substrates,POSITIVE,4
283,"so far,  <e1> st. john's wort </e1>  has been tested only with the protea <e2> indinavir </e2> tor indinavir (crixivan), but it is likely to affect other drugs in that class and possibly non-nucleoside reverse transcriptase inhibitors.",st. john's wort,indinavir,SPECULATIVE,4
284,"herbal medicine regimens containing  <e1> radix bupleuri </e1> , fructus gardenia, fructus schisandrae, radix rehmanniae, akebia caulis, and semen plantaginis in concomitant use with <e2> clozapine </e2> ne, clozapine, and olanzepine were associated with nearly 60% of the risk of adverse outcomes. conclusions : concomitant herbal and antipsychotic treatment could produce either beneficial or adverse clinical effects in schizophrenic population.",radix bupleuri,clozapine,POSITIVE,4
285,"for example, we observed 48.2% (1.63 ng/ml digoxin) increase in digoxin concentration when an aliquot of  <e2> digoxin </e2>  pool 1 (1.10 ng/ml digoxin) was supplemented with 50 microl of  <e1> asian ginseng </e1>  extract (brand 2).",asian ginseng,digoxin,POSITIVE,4
286,neither echinacea nor policosanol had a significant effect on platelet aggregation after 2 weeks of pre-treatment with the respective herbal medicines. conclusion:  <e1> echinacea </e1>  significantly reduced plasma conce <e2> s-warfarin </e2> of s-warfarin.,echinacea,s-warfarin,POSITIVE,4
287,the cardiovascular and central nervous system (cns) stimulant effects of  <e2> monoamine oxidase inhibitors </e2>  (maoi) and amphetamine-like drugs have been described to be enhanced by  <e1> khat </e1>  chewing.,khat,monoamine oxidase inhibitors,POSITIVE,4
288,"interactions of several commonly used herbal medicines, such as ginko biloba, milk thistle, and  <e1> st. john's wort </e1> , with therapeutic drugs including warfarin <e2> alprazolam </e2> m, alprazolam, indinavir, saquinavir, digoxin, nifedipine, cyclosporine, tacrolimus, irinotecan, and imatinib in humans have been reported.",st. john's wort,alprazolam,POSITIVE,4
289,"aim: to investigate the effects of  <e1> ginkgo biloba </e1>  extract (gbe) and tanshin <e2> cytochrome p450 </e2> tochrome p450 (cyp) isozymes and glutathione transferase (gt) in rats. methods: several cyp-dependent reactions were monitored in liver and kidney microsomes of male rats treated ig with gbe and tan daily for 10 d. the activity of gt, the levels of malondialdehyde (mda) and nitric oxide (no) in the tissues were also determined. results: cyp1a1, 1a2, and 2b1 activities in the liver were all significantly increased (2-9.5 fold) by pretreatment with gbe or tan (p<0.01).",ginkgo biloba,cytochrome p450,SPECULATIVE,4
290,"anticoagulants, nsaids,  <e1> anti-platelet ag <e2> lavender </e2> 1> : lavender contains varying amounts of coumarins and may therefore theoretically increase the effect of anticoagulant medications.",anti-platelet agents,lavender,POSITIVE,4
291,"the combinations of danggui plus clopidogrel and of  <e1> honghua <e2> clopidogrel </e2> s clopidogrel failed to significantly enhance the antithrombotic effects of clopidogrel alone against arterial thrombosis, venous thrombosis and pulmonary embolism.",honghua,clopidogrel,NEGATIVE,4
292,"other herbal remedies with the potential to modulate  <e2> cytochrome p450 </e2>  activity and thus participate in interactions with conventional drugs include  <e1> milk thistle </e1> , angelica dahurica, ginseng, garlic preparations, danshen and liquorice.",milk thistle,cytochrome p450,POSITIVE,4
293," <e1> khat </e1>  chewing has been shown to reduce the bioavailabilities of orally co-administered antibiotics, ampicillin,  <e2> cephradine </e2> n, cephradine and tetracyclinehcl, and the antimalarial drug, chloroquine.",khat,cephradine,POSITIVE,4
294,"interactions of several commonly used herbal medicines, such as ginko biloba, milk thistle, and  <e1> st. john's wort </e1> , with therapeutic drugs including warfarin, midazolam, alprazolam, indinavir, saquinav <e2> nifedipine </e2> n, nifedipine, cyclosporine, tacrolimus, irinotecan, and imatinib in humans have been reported.",st. john's wort,nifedipine,POSITIVE,4
295,"herbal medicine regimens containing radix bupleuri, fructus gardenia, fructus schisandrae, radix rehmanniae, akebia caulis, and  <e1> semen plantaginis </e1>  in concomit <e2> quetiapine </e2> th quetiapine, clozapine, and olanzepine were associated with nearly 60% of the risk of adverse outcomes. conclusions : concomitant herbal and antipsychotic treatment could produce either beneficial or adverse clinical effects in schizophrenic population.",semen plantaginis,quetiapine,POSITIVE,4
296,"herbal medicine regimens containing radix bupleuri, fructus gardenia, fructus schisandrae,  <e2> radix rehmanniae </e2> , akebia caulis, and semen plantaginis in concomitant use with quetiapine,  <e1> clozapine </e1> , and olanzepine were associated with nearly 60% of the risk of adverse outcomes. conclusions : concomitant herbal and antipsychotic treatment could produce either beneficial or adverse clinical effects in schizophrenic population.",clozapine,radix rehmanniae,POSITIVE,4
297,"herbal medicine regimens containing radix bupleuri, fructus gardenia, fructus schisandrae,  <e2> radix rehmanniae </e2> , akebia caulis, and semen plantaginis in concomitant use with  <e1> quetiapine </e1> , clozapine, and olanzepine were associated with nearly 60% of the risk of adverse outcomes. conclusions : concomitant herbal and antipsychotic treatment could produce either beneficial or adverse clinical effects in schizophrenic population.",quetiapine,radix rehmanniae,POSITIVE,4
298,"however, neither echinacea nor  <e1> policosanol </e1>  significan <e2> warfarin </e2> cted warfarin pharmacodynamics, platelet aggregation or baseline clotting status in healthy subjects.",policosanol,warfarin,NEGATIVE,4
299,"however, both danggui and honghua significantly potentiated the prolongation caused by clopidogrel on the tail bleeding time and pt. conclusions:  <e1> danggui </e1>  and honghua possess antithrombotic activity and cannot potentiate the antithrombot <e2> clopidogrel </e2> f clopidogrel.",danggui,clopidogrel,POSITIVE,4
300,"during treatment, an increase in international normalized ratio (inr) and her admission that she was taking a variety of natural products, to include  <e1> boldo </e1>  and fenugreek, led us to suspect that some of these natural products could alter t <e2> warfarin </e2> t of warfarin.",boldo,warfarin,POSITIVE,4
301,"the aim was to evaluate antibiotic modulatory effect of crude extracts from agrimonia eupatoria, hypericum alpestre, rumex obtusifolius and sanguisorba officinalis herbs towards several commercial antibiotics using some gram-positive and gram-negative bacteria. methods: the antibiotic modulatory activity was tested by determining mics of  <e1> antibiotics </e1>  in the absence and <e2> plant </e2> ence of plant crude extracts at subinhibitory concentrations.",antibiotics,plant,SPECULATIVE,4
302,"interactions of several commonly used herbal medicines, such as ginko biloba, milk thistle, and  <e1> st. john's wort </e1> , with therapeutic drugs including warfarin, midazolam, alprazolam, indinavir, <e2> digoxin </e2> avir, digoxin, nifedipine, cyclosporine, tacrolimus, irinotecan, and imatinib in humans have been reported.",st. john's wort,digoxin,POSITIVE,4
303,"moreover, ligustilide, schisantherin a, berberine hydrochloride and  <e1> trans-resveratrol </e1>  were identified for the first time as efficacious pxr agonists. conclusions: twenty-two tcm ethanol extracts and eight bioactive compounds could activate pxr signalling pathwa <e2> cyp3a4 </e2> induce cyp3a4 reporter gene.",trans-resveratrol,cyp3a4,POSITIVE,4
304," <e1> felodipine </e1>  auc (r = 0.73, p < 0.01) and cmax (r = 0.69, p < 0.02) correl <e2> grapefruit </e2> en grapefruit juice treatments among individuals.",felodipine,grapefruit,POSITIVE,4
305,"platelet aggregation was performed using a dual channel aggregometer, by the turbimetric technique using adenosine diphosphate 5 micromol and 10 micromol, and collagen 1 microg ml(-1). results: platelet inhibition with the combination of  <e1> g. biloba </e1>  and cl <e2> cilostazol </e2> or cilostazol was not statistically significant compared with individual doses of drugs, with all the three aggregants.",g. biloba,cilostazol,NEGATIVE,4
306,"interactions of several commonly used herbal medicines, such as  <e1> ginko biloba </e1> , milk thistle, and st. john's wort, with therapeutic drugs includi <e2> midazolam </e2> in, midazolam, alprazolam, indinavir, saquinavir, digoxin, nifedipine, cyclosporine, tacrolimus, irinotecan, and imatinib in humans have been reported.",ginko biloba,midazolam,POSITIVE,4
307,"aim: to investigate the effects of ginkgo biloba extract (gbe) and  <e1> tanshinone </e <e2> cytochrome p450 </e2> tochrome p450 (cyp) isozymes and glutathione transferase (gt) in rats. methods: several cyp-dependent reactions were monitored in liver and kidney microsomes of male rats treated ig with gbe and tan daily for 10 d. the activity of gt, the levels of malondialdehyde (mda) and nitric oxide (no) in the tissues were also determined. results: cyp1a1, 1a2, and 2b1 activities in the liver were all significantly increased (2-9.5 fold) by pretreatment with gbe or tan (p<0.01).",tanshinone,cytochrome p450,SPECULATIVE,4
308, <e1> dehydrofelodipine </e1>  auc (74.7 +/- 28.7 vs 48.5 +/- 16.3 ng ml-1 h; p < 0.01) and cmax (12.1 +/- 2.9 vs 7.9 +/- 2.6 ng ml-1; p < 0.01) were au <e2> grapefruit </e2> th grapefruit juice compared with water.,dehydrofelodipine,grapefruit,POSITIVE,4
309,"aim: to investigate the effects of ginkgo biloba extract (gbe) and tanshinone ( <e1> tan </e1> ) on cyto <e2> cyp </e2> ome p450 (cyp) isozymes and glutathione transferase (gt) in rats. methods: several cyp-dependent reactions were monitored in liver and kidney microsomes of male rats treated ig with gbe and tan daily for 10 d. the activity of gt, the levels of malondialdehyde (mda) and nitric oxide (no) in the tissues were also determined. results: cyp1a1, 1a2, and 2b1 activities in the liver were all significantly increased (2-9.5 fold) by pretreatment with gbe or tan (p<0.01).",tan,cyp,SPECULATIVE,4
310,"interactions of several commonly used herbal medicines, such as ginko biloba,  <e1> milk thistle </e1> , and st. john's wort, with therapeutic drugs including warfarin, midazolam, alprazolam, indinavir, saquinavir, digoxin, nifedipine, c <e2> tacrolimus </e2> e, tacrolimus, irinotecan, and imatinib in humans have been reported.",milk thistle,tacrolimus,POSITIVE,4
311,"interactions of several commonly used herbal medicines, such as ginko biloba, milk thistle, and  <e1> st. john's wort </e1> , with therapeutic drugs including warfarin, midazolam, <e2> indinavir </e2> am, indinavir, saquinavir, digoxin, nifedipine, cyclosporine, tacrolimus, irinotecan, and imatinib in humans have been reported.",st. john's wort,indinavir,POSITIVE,4
312,"interactions of several commonly used herbal medicines, such as  <e1> ginko biloba </e1> , milk thistle, and st. john's wort, with therapeutic drugs including warfarin, midazolam, alprazolam, indinavir, saquinavir, digoxin, nifedipine, cyclosporine, <e2> irinotecan </e2> s, irinotecan, and imatinib in humans have been reported.",ginko biloba,irinotecan,POSITIVE,4
313,the cardiovascular and central nervous system (cns) stimulant effects of monoamine oxidase inhibitors ( <e2> maoi </e2> ) and amphetamine-like drugs have been described to be enhanced by  <e1> khat </e1>  chewing.,khat,maoi,POSITIVE,4
314,"subject sedation and electroencephalograph effects were also measured following midazolam dosing. results: compared with placebo, the  <e1> curcuminoid </e1> /piperine treatment produced no meaningful changes in plasma c(max), auc, clearance, elimination half-life or metaboli <e2> midazolam </e2>  of midazolam, flurbiprofen or paracetamol (α = 0.05, paired t-tests).",curcuminoid,midazolam,NEGATIVE,4
315,"aim: to determine whether customary exposure to grapefruit juice (gfj) alters serum concentrations, effectiveness, and potential adverse effects of atorvastatin in patients requiring the medication. methods: patients receiving extended treatment with  <e2> atorvastatin </e2>  (10, 20 or 40 mg day(-1)) at a stable dose received 300 ml day(-1) of 100%  <e1> gfj </e1>  for a period of 90 days.",gfj,atorvastatin,SPECULATIVE,4
316,"subject sedation and electroencephalograph effects were also measured following midazolam dosing. results: compared with placebo, the curcuminoid/ <e1> piperine </e1>  treatment produced no meaningful changes in plasma c(max), auc, clearance, elimination half-life or metabolite levels o <e2> flurbiprofen </e2>  flurbiprofen or paracetamol (α = 0.05, paired t-tests).",piperine,flurbiprofen,NEGATIVE,4
317,"as hops (humulus lupulus l.) are used in the brewing of beer and by menopausal women as estrogenic dietary supplements, the potential for hop extracts and hop constituents to cause  <e2> drug </e2> -botanical interactions by inhibiting human  <e1> cytochrome p450 </e1>  enzymes was investigated.",cytochrome p450,drug,COREF,4
318,many  <e1> plant </e1> -antibiotic combinations induced the decreas <e2> antibiotics </e2> f antibiotics up to ~fourfold indicating synergy.,plant,antibiotics,POSITIVE,4
319,"in this article, the modulatory effects of extracts from  <e1> vinegar-baked radix bupleuri </e1>  (vbrb) and saikosaponins on the <e2> cyp1a2 </e2> ity of cyp1a2, cyp2c9 and cyp3a4 were investigated in vitro.",vinegar-baked radix bupleuri,cyp1a2,SPECULATIVE,4
320,"in this article, the modulatory effects of extracts from  <e1> vinegar-baked radix bupleuri </e1>  (vbrb) and saikosaponins on the activit <e2> cyp2c9 </e2> yp1a2, cyp2c9 and cyp3a4 were investigated in vitro.",vinegar-baked radix bupleuri,cyp2c9,SPECULATIVE,4
321,"the aim of this study was to evaluate the effectiveness of sesame oil with anti-diabetic (glibenclamide) medication as combination therapy in mild-to moderate diabetic patients. methods: this open label study included sixty type 2 diabetes mellitus patients divided into 3 groups, receiving  <e1> sesame </e1>  oil (n = 18), 5 mg/day (sin <e2> glibenclamide </e2> glibenclamide (n = 20), or their combination (n = 22).",sesame,glibenclamide,SPECULATIVE,4
322,"the dosage schedules were 120 mg g. biloba, 240 mg g. biloba, 100 mg cilostazol, 200 mg cilostazol, 75 mg clopidogrel, 150 mg clopidogrel, 120 mg  <e1> g. biloba+ < <e2> cilostazol </e2> mg cilostazol and 120 mg g. biloba+ 75 mg clopidogrel.",g. biloba+,cilostazol,SPECULATIVE,4
323," <e1> khat </e1>  chewing has been shown to reduce the bioavailabilities of orally co- <e2> antibiotics </e2> d antibiotics, ampicillin, amoxicillin, cephradine and tetracyclinehcl, and the antimalarial drug, chloroquine.",khat,antibiotics,POSITIVE,4
324,"interactions of several commonly used herbal medicines, such as ginko biloba, milk thistle, and  <e1> st. john's wort </e1> , with therapeutic drugs includi <e2> midazolam </e2> in, midazolam, alprazolam, indinavir, saquinavir, digoxin, nifedipine, cyclosporine, tacrolimus, irinotecan, and imatinib in humans have been reported.",st. john's wort,midazolam,POSITIVE,4
325,"moreover,  <e1> ligustilide </e1> , schisantherin a, berberine hydrochloride and trans-resveratrol were identified for the first time as efficacious pxr agonists. conclusions: twenty-two tcm ethanol extracts and eight bioactive compounds could activate pxr signalling pathwa <e2> cyp3a4 </e2> induce cyp3a4 reporter gene.",ligustilide,cyp3a4,POSITIVE,4
326,the combination of  <e1> peginterferon  <e2> st john's wort </e2> t john's wort resulted in a severe acute hepatitis in this patient.,peginterferon α,st john's wort,POSITIVE,4
327,"aim: to examine the growth inhibitory effects of phyllanthus emblica ( <e1> p. emblica </e1> ) and terminalia bellerica (t. bellerica) extracts on human hepatocellular carcinoma (hepg2), and lung carcinoma (a549) cells and their synergistic <e2> doxorubicin </e2> h doxorubicin or cisplatin. methods: hepg2 and a549 cells were treated with p. emblica and t. bellerica extracts either alone or in combination with doxorubicin or cisplatin and effects on cell growth were determined using the sulforhodamine b (srb) assay.",p. emblica,doxorubicin,SPECULATIVE,4
328,"for example, when a 20-microl aliquot of an aqueous extract of  <e1> chan su </e1>  powder (1 mg/ml) was added to a 2-ml aliquot of a drug-free serum, the observed digoxin-like immunoreactivity was 2.76 ng/ml ( <e2> digoxin </e2> ol/l) digoxin equivalent using the fluorescence polarization immunoassay (fpia).",chan su,digoxin,POSITIVE,4
329,"previous in vitro studies indicate that  <e1> curcuminoids </e1>  and piperine (a black pepper derivative that enhances curcuminoid bioavailability) could i <e2> cyp3a </e2> t human cyp3a, cyp2c9, ugt and sult dependent drug metabolism.",curcuminoids,cyp3a,POSITIVE,4
330,reduction of  <e1> atorvastatin </e1>  dosage when moderat <e2> gfj </e2> mounts of gfj are co-ingested does not appear to be necessary.,atorvastatin,gfj,NEGATIVE,4
331,"so far,  <e1> st. john's wort </e1>  has been tested only with the protease inhibito <e2> crixivan </e2> vir (crixivan), but it is likely to affect other drugs in that class and possibly non-nucleoside reverse transcriptase inhibitors.",st. john's wort,crixivan,SPECULATIVE,4
332," <e1> st john's wort </e1>  also enhances the metabolism of other cyp3a4 substrates including the protease inhibitors indinavir and nevirapine, oral contrac <e2> tricyclic antidepressants </e2> tidepressants such as amitriptyline.",st john's wort,tricyclic antidepressants,POSITIVE,4
333,"12 h-fasting venous blood samples were collected at baseline (0 day) and after 60 days of the experiment for various biochemical analysis. results: as compared with  <e1> sesame </ <e2> glibenclamide </e2> glibenclamide alone, combination therapy showed an improved anti-hyperglycemic effect with 36% reduction of glucose (p < 0.001 vs before treatment, p < 0.01 vs sesame oil monotherapy, p < 0.05 vs glibenclamide monotherapy) and 43% reduction of hba(1c) (p < 0.001 vs before treatment, p < 0.01 vs sesame oil monotherapy, p < 0.05 vs glibenclamide monotherapy) at the end point.",sesame,glibenclamide,POSITIVE,4
334,"in vitro studies from our laboratory suggest that short-term exposure with pure herbal agents such as hypericin, kaempferol and  <e1> quercetin </e1>  or extract of sjw resulted in higher uptake  <e2> ritonavir </e2>  of ritonavir and erythromycin.",quercetin,ritonavir,POSITIVE,4
335,"aim of the study: the antithrombotic effect of danggui and  <e1> honghua </e1> , herbs commonly used in traditional chinese medicine to treat the syndrome corresponding to vascular thr <e2> their </e2> is, and their potential interactions with clopidogrel were investigated. materials and methods: the efficacy of danggui, honghua alone or combination with clopidogrel was determined in three experimental models.",honghua,their,COREF,4
336,"the dosage schedules were 120 mg g. biloba, 240 mg  <e1> g. biloba </e1> , 100 mg cilostazol, 200 mg cilos <e2> clopidogrel </e2> g clopidogrel, 150 mg clopidogrel, 120 mg g. biloba+ 100 mg cilostazol and 120 mg g. biloba+ 75 mg clopidogrel.",g. biloba,clopidogrel,SPECULATIVE,4
337, <e1> ginkgo biloba </e1>  potentiated the bleeding time prolongati <e2> cilostazol </e2> of cilostazol.,ginkgo biloba,cilostazol,POSITIVE,4
338,"previous in vitro studies indicate that curcuminoids and  <e1> piperine </e1>  (a black pepper derivative that enhances curcuminoid bioavailability) could i <e2> cyp3a </e2> t human cyp3a, cyp2c9, ugt and sult dependent drug metabolism.",piperine,cyp3a,POSITIVE,4
339,"the aim of this study was to evaluate the effectiveness of  <e1> sesame </e1>  oil with an <e2> glibenclamide </e2> glibenclamide) medication as combination therapy in mild-to moderate diabetic patients. methods: this open label study included sixty type 2 diabetes mellitus patients divided into 3 groups, receiving sesame oil (n = 18), 5 mg/day (single dose) of glibenclamide (n = 20), or their combination (n = 22).",sesame,glibenclamide,SPECULATIVE,4
340,many  <e1>  <e2> antibiotic </e2> > -antibiotic combinations induced the decrease in mics of antibiotics up to ~fourfold indicating synergy.,plant,antibiotic,POSITIVE,4
341,"aim: to assess the effects of radix bupleuri and vinegar-baked radix bupleuri on cytochrome 450 activity of rats. methods: six probe drugs (caffeine, midazolam, dextromethorphan,  <e1> tolbutamide </e1> , omeprazole, chlorzoxazone) were simultaneously given to rats after differe <e2> radix bupleuri </e2> adix bupleuri or vinegar-baked radix bupleuri for seven days.",tolbutamide,radix bupleuri,SPECULATIVE,4
342,intake of  <e1> st john's wort </e1>  increases the expression of intestinal p-glycoprotein and the e <e2> cyp3a4 </e2> ion of cyp3a4 in the liver and intestine.,st john's wort,cyp3a4,POSITIVE,4
343,"by taking advantage of the high protein binding of chan su and only 25% protein binding of digoxin, we further demonstrated that positive interference of chan su in the fpia and negative interference of  <e1> chan su </e1>  in <e2> digoxin </e2> ia of digoxin could be eliminated by monitoring the free digoxin concentration.",chan su,digoxin,POSITIVE,4
344,"aim: to investigate the effects of  <e1> ginkgo biloba </e1>  extract (gbe) and tanshinone (tan) on cyto <e2> cyp </e2> ome p450 (cyp) isozymes and glutathione transferase (gt) in rats. methods: several cyp-dependent reactions were monitored in liver and kidney microsomes of male rats treated ig with gbe and tan daily for 10 d. the activity of gt, the levels of malondialdehyde (mda) and nitric oxide (no) in the tissues were also determined. results: cyp1a1, 1a2, and 2b1 activities in the liver were all significantly increased (2-9.5 fold) by pretreatment with gbe or tan (p<0.01).",ginkgo biloba,cyp,SPECULATIVE,4
345,"subjects received  <e1> atenolol </e1>  with either 300 ml water, 1200 ml apple jui <e2> apple </e2>  600 ml apple juice. results: apple juice markedly reduced the systemic exposure to atenolol.",atenolol,apple,SPECULATIVE,4
346,"in this study, an ultra-fast liquid-tandem mass spectrometry (uflc-ms/ms) method was developed for simultaneous determination of  <e1> indomethacin </e1>  and its three metabolites, o-desmethylindomethacin (odi), deschlorobenzoylindomethacin (ndi) and indomethacin acyl-β-d-glucuronide (idaβg) by oral administration of indomethacin solution with and without the ethanoli <e2> a. officinarum </e2> . officinarum and applied to comparative pharmacokinetic, tissue distribution and excretion studies.",indomethacin,a. officinarum,SPECULATIVE,4
